_id	dim1	dim2	dim3	dim4	dim5	lemma	newspaper	country	formality	_cws.model	_ctxt.model
fluit/noun/algemeen_dagblad_20000327_64/186	-0.166652768996836	0.0164030205072049	-0.0490027768864882	0.0739859581879843	-0.00601288383991576	fluit	algemeen_dagblad	Netherlands	popular	;bespeel/verb;klink/verb	<small>Nu eens wordt alleen het mondstuk van een</small> Nu eens wordt alleen het mondstuk van een <span class='target'>fluit</span> <u>bespeeld</u><sup>5.133</sup> , dan weer <u>klinkt</u><sup>2.705</sup> wolvengehuil van tuba's met halfingedrukte <small>bespeeld , dan weer klinkt wolvengehuil van tuba's met halfingedrukte</small>
fluit/noun/algemeen_dagblad_20000425_69/50	-0.179739303966517	0.0317578898457564	-0.110208352823411	0.0953904563151769	0.0554188199591652	fluit	algemeen_dagblad	Netherlands	popular	bespeel/verb;	<small>Australië zijn didgeridoo bespeelde : " Het was een soort</small> Australië zijn didgeridoo <u>bespeelde</u><sup>5.133</sup> : " Het was een soort <span class='target'>fluit</span> zonder gaatjes . <small>zonder gaatjes .</small>
fluit/noun/algemeen_dagblad_20000425_69/65	-0.242989745693209	0.0196040971944353	-0.00282078170331782	0.111846817257098	-0.0825754202177613	fluit	algemeen_dagblad	Netherlands	popular	;klink/verb	<small>Ik vond het wel mooi , maar een echte</small> Ik vond het wel mooi , maar een echte <span class='target'>fluit</span> <u>klinkt</u><sup>2.705</sup> toch mooier . " <small>klinkt toch mooier . "</small>
fluit/noun/algemeen_dagblad_20000517_55/303	-0.0969688608811438	0.0922487729491608	-0.0578430063261302	0.126532811502885	-0.0173675879831631	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;gitaar/noun;	<small>Marieke speelt gitaar en Irene</small> Marieke <u>speelt</u><sup>2.048</sup> <u>gitaar</u><sup>5.255</sup> en Irene <span class='target'>fluit</span> . <small>.</small>
fluit/noun/algemeen_dagblad_20000609_2/101	-0.149624448485913	0.11928337970396	-0.045368504525734	0.108886870388003	0.0313126292088496	fluit	algemeen_dagblad	Netherlands	popular	trompet/noun;percussie/noun;piano/noun	<small>verzamelde de dj weer een groep jazzmusici op trompet ,</small> verzamelde de dj weer een groep jazzmusici op <u>trompet</u><sup>6.344</sup> , <span class='target'>fluit</span> , <u>percussie</u><sup>6.111</sup> en <u>piano</u><sup>5.575</sup> voor zijn volgende kruisbestuiving . <small>, percussie en piano voor zijn volgende kruisbestuiving .</small>
fluit/noun/algemeen_dagblad_20000609_2/182	-0.22440593622083	0.175491106309161	-0.085572759290315	0.116911959893121	0.083510458858795	fluit	algemeen_dagblad	Netherlands	popular	;percussie/noun	<small></small>  <span class='target'>Fluit</span> en <u>percussie</u><sup>6.111</sup> brengen ook een latin-achtige sfeer . <small>en percussie brengen ook een latin-achtige sfeer .</small>
fluit/noun/algemeen_dagblad_20000624_193/117	-0.300814908362557	-0.0679525629579583	0.0616141677625531	-0.0574015052951314	-0.0502747242871343	fluit	algemeen_dagblad	Netherlands	popular	manier/noun;	<small>Hij viel op door zijn ` mannelijke ' manier van</small> Hij viel op door zijn ` mannelijke ' <u>manier</u><sup>1.752</sup> van <span class='target'>fluiten</span> . <small>.</small>
fluit/noun/algemeen_dagblad_20000720_30/16	-0.104736817142035	0.0758457094518819	-0.0842188633921189	-0.0522034163164062	0.113919352127709	fluit	algemeen_dagblad	Netherlands	popular	;magisch/adj	<small>Moderne Kunst Arnhem heeft het olieverfschilderij Stilleven met flesjes en</small> Moderne Kunst Arnhem heeft het olieverfschilderij Stilleven met flesjes en <span class='target'>fluit</span> van ( <u>magisch</u><sup>3.578</sup> ) realist Dick Ket ( 1902-1940 ) <small>van ( magisch ) realist Dick Ket ( 1902-1940 )</small>
fluit/noun/algemeen_dagblad_20000826_5/65	-0.300814908362557	-0.0679525629579583	0.061614167762553	-0.0574015052951311	-0.0502747242871342	fluit	algemeen_dagblad	Netherlands	popular	manier/noun;	<small>manier van</small> <u>manier</u><sup>1.752</sup> van <span class='target'>fluiten</span> spreekt een winnaar wel eens aan <small>spreekt een winnaar wel eens aan</small>
fluit/noun/algemeen_dagblad_20000909_88/254	-0.169994535531289	0.051126726323438	0.00113418760492112	0.0435005645724761	-0.0169480018285303	fluit	algemeen_dagblad	Netherlands	popular	klank/noun;klink/verb	<small>Terwijl licht hallucinerende klanken van de didgeridoo ( een soort</small> Terwijl licht hallucinerende <u>klanken</u><sup>3.638</sup> van de didgeridoo ( een soort <span class='target'>fluit</span> ) door de ruimte <u>klinken</u><sup>2.705</sup> , vertelt Alanna Rose over <small>) door de ruimte klinken , vertelt Alanna Rose over</small>
fluit/noun/algemeen_dagblad_20001010_51/63	-0.156109527561662	0.0908500085813236	-0.123130010915054	0.117411293012619	0.0147629214720998	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;piano/noun	<small>Vijf jaar geleden speelde Pameijer de Sonate voor</small> Vijf jaar geleden <u>speelde</u><sup>2.048</sup> Pameijer de Sonate voor <span class='target'>fluit</span> en <u>piano</u><sup>5.575</sup> van de joodse Leo Smit ( 1900-1943 ) <small>en piano van de joodse Leo Smit ( 1900-1943 )</small>
fluit/noun/algemeen_dagblad_20001019_120/514	-0.143452632423602	0.147270627226313	-0.0269664117429961	0.190841930523299	0.0184019780610908	fluit	algemeen_dagblad	Netherlands	popular	;sax/noun;trompet/noun	<small>Willem Breuker ( rieten ) , Alex Coke (</small> Willem Breuker ( rieten ) , Alex Coke ( <span class='target'>fluit</span> , <u>sax</u><sup>7.242</sup> ) , Eric Vloeimans ( <u>trompet</u><sup>6.344</sup> ) , <small>, sax ) , Eric Vloeimans ( trompet ) ,</small>
fluit/noun/algemeen_dagblad_20001021_170/96	-0.254120634346255	0.0561859664568339	0.00693579896371821	0.0528872339621016	-0.0744094858606655	fluit	algemeen_dagblad	Netherlands	popular	toon/noun;	<small>Op de lage tonen van zijn</small> Op de lage <u>tonen</u><sup>2.849</sup> van zijn <span class='target'>fluit</span> komt in plaats van een elegant wiegende cobra , een <small>komt in plaats van een elegant wiegende cobra , een</small>
fluit/noun/algemeen_dagblad_20001214_132/61	-0.264414282623269	0.111954122612717	-0.138215633618433	0.095046685214905	0.0610708156069711	fluit	algemeen_dagblad	Netherlands	popular	orkest/noun;	<small>orkest brengt Bachs Tweede Orkestsuite ( met Jo Hagen ,</small> <u>orkest</u><sup>3.667</sup> brengt Bachs Tweede Orkestsuite ( met Jo Hagen , <span class='target'>fluit</span> ) en de zelden uitgevoerde Missa Brevis in G. Daarna <small>) en de zelden uitgevoerde Missa Brevis in G. Daarna</small>
fluit/noun/algemeen_dagblad_20001216_143/2087	-0.193974217053783	0.0795715960443571	0.00508335766666159	0.160610895031278	-0.0533595660649649	fluit	algemeen_dagblad	Netherlands	popular	;deun_DIM/noun	<small>achter de lange tafel in zijn ruim bemeten vergader kamer</small> achter de lange tafel in zijn ruim bemeten vergader kamer <span class='target'>fluit</span> Rieu een lichtvoetig <u>deuntje</u><sup>4.889</sup> . <small>Rieu een lichtvoetig deuntje .</small>
fluit/noun/algemeen_dagblad_20010108_1/47	-0.300814908362557	-0.0679525629579583	0.061614167762553	-0.0574015052951312	-0.0502747242871343	fluit	algemeen_dagblad	Netherlands	popular	manier/noun;	<small>hij zich had opgewonden over de ` inconsequente manier van</small> hij zich had opgewonden over de ` inconsequente <u>manier</u><sup>1.752</sup> van <span class='target'>fluiten</span> ' van de arbiters . <small>' van de arbiters .</small>
fluit/noun/algemeen_dagblad_20010108_3/57	-0.300814908362557	-0.0679525629579583	0.0616141677625531	-0.0574015052951313	-0.0502747242871343	fluit	algemeen_dagblad	Netherlands	popular	manier/noun;	<small>een daad te stellen vanwege de zeer inconsequente manier van</small> een daad te stellen vanwege de zeer inconsequente <u>manier</u><sup>1.752</sup> van <span class='target'>fluiten</span> bij wedstrijden van mijn club " , aldus Van Hoorn <small>bij wedstrijden van mijn club " , aldus Van Hoorn</small>
fluit/noun/algemeen_dagblad_20010111_154/889	-0.156109527561662	0.0908500085813236	-0.123130010915054	0.117411293012619	0.0147629214720998	fluit	algemeen_dagblad	Netherlands	popular	piano/noun;speel/verb;	<small>Ook kan ze piano spelen en alle</small> Ook kan ze <u>piano</u><sup>5.575</sup> <u>spelen</u><sup>2.048</sup> en alle <span class='target'>fluiten</span> die er thuis zijn . <small>die er thuis zijn .</small>
fluit/noun/algemeen_dagblad_20010125_2/60	-0.300814908362557	-0.0679525629579585	0.061614167762553	-0.0574015052951311	-0.0502747242871343	fluit	algemeen_dagblad	Netherlands	popular	manier/noun;	<small>Die zou kritiek hebben geuit op z'n manier van</small> Die zou kritiek hebben geuit op z'n <u>manier</u><sup>1.752</sup> van <span class='target'>fluiten</span> . <small>.</small>
fluit/noun/algemeen_dagblad_20010201_82/179	-0.202819939859831	0.168163450625153	-0.0416631455766496	0.0985149803366527	0.0131675938529731	fluit	algemeen_dagblad	Netherlands	popular	strijker/noun;	<small>strijkers , maar verzandde in een kitscherig betoog vol kwinkelerende</small> <u>strijkers</u><sup>5.995</sup> , maar verzandde in een kitscherig betoog vol kwinkelerende <span class='target'>fluiten</span> en zoetgevooisde marimba's . <small>en zoetgevooisde marimba's .</small>
fluit/noun/algemeen_dagblad_20010310_9/757	-0.130775483069612	0.00870013645447738	-0.266082028118547	0.17703160763732	-0.0453465928656802	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;	<small>Vele malen speelde Cochius zonder vergunning en verloor hij zijn</small> Vele malen <u>speelde</u><sup>2.048</sup> Cochius zonder vergunning en verloor hij zijn <span class='target'>fluit</span> . <small>.</small>
fluit/noun/algemeen_dagblad_20010323_29/405	-0.194172156129325	0.0882443963547963	-0.0258340182624638	0.0899322368707654	-0.0211093750711473	fluit	algemeen_dagblad	Netherlands	popular	;strijker/noun;klink/verb	<small>het om Brahms gaat , en de snelle loopjes van</small> het om Brahms gaat , en de snelle loopjes van <span class='target'>fluit</span> en <u>strijkers</u><sup>5.995</sup> op de achtergrond <u>klinken</u><sup>2.705</sup> scherp , onrustig en <small>en strijkers op de achtergrond klinken scherp , onrustig en</small>
fluit/noun/algemeen_dagblad_20010407_125/1282	0.0893698369510439	0.0598275221028186	-0.0821074672762168	0.165145554607654	-0.0624149626265088	fluit	algemeen_dagblad	Netherlands	popular	;blaas/verb	<small>commerciële smeekbede kracht bij te zetten , pakt ze een</small> commerciële smeekbede kracht bij te zetten , pakt ze een <span class='target'>fluit</span> en <u>blaast</u><sup>5.115</sup> vals , maar aandoenlijk een meezing-deuntje . <small>en blaast vals , maar aandoenlijk een meezing-deuntje .</small>
fluit/noun/algemeen_dagblad_20010414_194/208	-0.130775483069612	0.00870013645447739	-0.266082028118547	0.17703160763732	-0.0453465928656802	fluit	algemeen_dagblad	Netherlands	popular	;speel/verb	<small>en opstaan beklom en bekend werd als de bergenvreter -</small> en opstaan beklom en bekend werd als de bergenvreter - <span class='target'>fluit</span> <u>speelde</u><sup>2.048</sup> voor zijn geliefde . <small>speelde voor zijn geliefde .</small>
fluit/noun/algemeen_dagblad_20010521_63/407	-0.213435294541351	-0.1898483593658	-0.121044033309264	-0.13641648447322	0.0693926577365859	fluit	algemeen_dagblad	Netherlands	popular	interesseer/verb;	<small>Dat huwelijk interesseert me geen</small> Dat huwelijk <u>interesseert</u><sup>3.719</sup> me geen <span class='target'>fluit</span> . <small>.</small>
fluit/noun/algemeen_dagblad_20010523_32/95	-0.264414282623269	0.111954122612717	-0.138215633618433	0.095046685214905	0.0610708156069711	fluit	algemeen_dagblad	Netherlands	popular	;orkest/noun	<small>en vrijdag gaat bij het Gelders Orkest zijn Lenteconcert voor</small> en vrijdag gaat bij het Gelders Orkest zijn Lenteconcert voor <span class='target'>fluit</span> en <u>orkest</u><sup>3.667</sup> in première . <small>en orkest in première .</small>
fluit/noun/algemeen_dagblad_20010530_3/183	-0.130775483069612	0.00870013645447739	-0.266082028118547	0.17703160763732	-0.0453465928656802	fluit	algemeen_dagblad	Netherlands	popular	;speel/verb	<small>van vervreemding , met bijvoorbeeld Chris Hinze die op de</small> van vervreemding , met bijvoorbeeld Chris Hinze die op de <span class='target'>fluit</span> <u>speelt</u><sup>2.048</sup> tussen baldadige kinderen en Thijs van Leer in een <small>speelt tussen baldadige kinderen en Thijs van Leer in een</small>
fluit/noun/algemeen_dagblad_20010716_2/527	-0.130775483069612	0.00870013645447738	-0.266082028118547	0.177031607637319	-0.0453465928656801	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;	<small>heb , bewust of onbewust , dan speel ik mijn</small> heb , bewust of onbewust , dan <u>speel</u><sup>2.048</sup> ik mijn <span class='target'>fluit</span> voor hem . <small>voor hem .</small>
fluit/noun/algemeen_dagblad_20010910_97/96	-0.143231234801769	0.0481960566398526	-0.0309075574288126	0.0393223572049048	0.0161726878632437	fluit	algemeen_dagblad	Netherlands	popular	klank/noun;bespeel/verb	<small>weerstand konden bieden aan de betoverende klanken uit de zilveren</small> weerstand konden bieden aan de betoverende <u>klanken</u><sup>3.638</sup> uit de zilveren <span class='target'>fluit</span> die deze moderne rattenvanger van Hamelen vroeger zo meesterlijk <u>bespeelde</u><sup>5.133</sup> <small>die deze moderne rattenvanger van Hamelen vroeger zo meesterlijk bespeelde</small>
fluit/noun/algemeen_dagblad_20011002_112/149	-0.116157009099333	0.0873039774915393	-0.0594172595770127	0.0903604080216772	0.0197057054674325	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;piano/noun;orgel/noun;saxofoon/noun;bas/noun;gitaar/noun	<small>Ze speelt piano , orgel ,</small> Ze <u>speelt</u><sup>2.048</sup> <u>piano</u><sup>5.575</sup> , <u>orgel</u><sup>4.909</sup> , <span class='target'>fluit</span> , <u>saxofoon</u><sup>6.684</sup> , <u>bas</u><sup>4.696</sup> en <u>gitaar</u><sup>5.255</sup> . <small>, saxofoon , bas en gitaar .</small>
fluit/noun/algemeen_dagblad_20011213_86/288	-0.130775483069612	0.00870013645447739	-0.266082028118547	0.17703160763732	-0.0453465928656802	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;	<small>Maar ik speelde ook</small> Maar ik <u>speelde</u><sup>2.048</sup> ook <span class='target'>fluit</span> in een jazzcombo met Jurre Haanstra en ik drumde in <small>in een jazzcombo met Jurre Haanstra en ik drumde in</small>
fluit/noun/algemeen_dagblad_20020116_51/22	0.0159642980253352	-0.0184251394398938	-0.145278939363001	0.14401960587063	-0.322651050491286	fluit	algemeen_dagblad	Netherlands	popular	scheidsrechter/noun;	<small>dat scheidsrechters in bittere kou een betere greep op hun</small> dat <u>scheidsrechters</u><sup>3.722</sup> in bittere kou een betere greep op hun <span class='target'>fluit</span> geeft . <small>geeft .</small>
fluit/noun/algemeen_dagblad_20020117_125/177	-0.166119322800288	0.118312521489534	-0.0667152867771116	0.148266306556095	0.0141709787755515	fluit	algemeen_dagblad	Netherlands	popular	contra_bas/noun;viool/noun;klarinet/noun	<small>in beginsel geïnteresseerd raakt in de contrabas , want een</small> in beginsel geïnteresseerd raakt in de <u>contrabas</u><sup>5.853</sup> , want een <span class='target'>fluit</span> , <u>viool</u><sup>6.254</sup> of <u>klarinet</u><sup>7.839</sup> kun je gewoon makkelijk zelf meenemen <small>, viool of klarinet kun je gewoon makkelijk zelf meenemen</small>
fluit/noun/algemeen_dagblad_20020204_112/173	0.00358194275519399	0.15930859705096	0.00476902845554355	0.136241343955474	0.0593426377057978	fluit	algemeen_dagblad	Netherlands	popular	trommel/noun;	<small>helse kabaal vanaf het Koningsplein met sirenes , trommels ,</small> helse kabaal vanaf het Koningsplein met sirenes , <u>trommels</u><sup>6.711</sup> , <span class='target'>fluiten</span> en ratels van de band ` De Oranje Schlagers ' <small>en ratels van de band ` De Oranje Schlagers '</small>
fluit/noun/algemeen_dagblad_20020223_176/2586	-0.130775483069612	0.00870013645447739	-0.266082028118547	0.17703160763732	-0.0453465928656802	fluit	algemeen_dagblad	Netherlands	popular	;speel/verb	<small>na een doelpunt tegen Celtic doet alsof hij op een</small> na een doelpunt tegen Celtic doet alsof hij op een <span class='target'>fluit</span> <u>speelt</u><sup>2.048</sup> , is dat een verwijzing naar de Oranjemars van <small>speelt , is dat een verwijzing naar de Oranjemars van</small>
fluit/noun/algemeen_dagblad_20020319_103/109	-0.158764806965222	0.115693299274151	-0.0461329475732927	0.164794669555844	0.0222128795095939	fluit	algemeen_dagblad	Netherlands	popular	trompet/noun;cello/noun;klarinet/noun	<small>Trompet , cello ,</small> <u>Trompet</u><sup>6.344</sup> , <u>cello</u><sup>6.384</sup> , <span class='target'>fluit</span> en <u>klarinet</u><sup>7.839</sup> dragen bij aan een melancholieke sfeer . <small>en klarinet dragen bij aan een melancholieke sfeer .</small>
