_id	model.x	model.y	lemma	newspaper	country	formality	_cws.model	_ctxt.model
fluit/noun/algemeen_dagblad_20000909_88/254	-36.4817319277005	41.470164347645	fluit	algemeen_dagblad	Netherlands	popular	klank/noun;klink/verb	<small>Terwijl licht hallucinerende klanken van de didgeridoo ( een soort</small> Terwijl licht hallucinerende <u>klanken</u><sup>3.638</sup> van de didgeridoo ( een soort <span class='target'>fluit</span> ) door de ruimte <u>klinken</u><sup>2.705</sup> , vertelt Alanna Rose over <small>) door de ruimte klinken , vertelt Alanna Rose over</small>
fluit/noun/algemeen_dagblad_20001010_51/63	-26.0717174398576	75.2680106981792	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;piano/noun	<small>Vijf jaar geleden speelde Pameijer de Sonate voor</small> Vijf jaar geleden <u>speelde</u><sup>2.048</sup> Pameijer de Sonate voor <span class='target'>fluit</span> en <u>piano</u><sup>5.575</sup> van de joodse Leo Smit ( 1900-1943 ) <small>en piano van de joodse Leo Smit ( 1900-1943 )</small>
fluit/noun/algemeen_dagblad_20001019_120/514	-46.2676342651721	86.9355503491116	fluit	algemeen_dagblad	Netherlands	popular	;sax/noun;trompet/noun	<small>Willem Breuker ( rieten ) , Alex Coke (</small> Willem Breuker ( rieten ) , Alex Coke ( <span class='target'>fluit</span> , <u>sax</u><sup>7.242</sup> ) , Eric Vloeimans ( <u>trompet</u><sup>6.344</sup> ) , <small>, sax ) , Eric Vloeimans ( trompet ) ,</small>
fluit/noun/algemeen_dagblad_20001021_170/96	70.3359672791961	-178.321964877738	fluit	algemeen_dagblad	Netherlands	popular	toon/noun;	<small>Op de lage tonen van zijn</small> Op de lage <u>tonen</u><sup>2.849</sup> van zijn <span class='target'>fluit</span> komt in plaats van een elegant wiegende cobra , een <small>komt in plaats van een elegant wiegende cobra , een</small>
fluit/noun/algemeen_dagblad_20001214_132/61	-7.74617823436612	60.4127291732342	fluit	algemeen_dagblad	Netherlands	popular	orkest/noun;	<small>orkest brengt Bachs Tweede Orkestsuite ( met Jo Hagen ,</small> <u>orkest</u><sup>3.667</sup> brengt Bachs Tweede Orkestsuite ( met Jo Hagen , <span class='target'>fluit</span> ) en de zelden uitgevoerde Missa Brevis in G. Daarna <small>) en de zelden uitgevoerde Missa Brevis in G. Daarna</small>
fluit/noun/algemeen_dagblad_20001216_143/2087	-55.3831313328639	38.2499269352178	fluit	algemeen_dagblad	Netherlands	popular	;deun_DIM/noun	<small>achter de lange tafel in zijn ruim bemeten vergader kamer</small> achter de lange tafel in zijn ruim bemeten vergader kamer <span class='target'>fluit</span> Rieu een lichtvoetig <u>deuntje</u><sup>4.889</sup> . <small>Rieu een lichtvoetig deuntje .</small>
fluit/noun/algemeen_dagblad_20010108_1/47	43.021996008394	-11.7868492238551	fluit	algemeen_dagblad	Netherlands	popular	manier/noun;	<small>hij zich had opgewonden over de ` inconsequente manier van</small> hij zich had opgewonden over de ` inconsequente <u>manier</u><sup>1.752</sup> van <span class='target'>fluiten</span> ' van de arbiters . <small>' van de arbiters .</small>
fluit/noun/algemeen_dagblad_20010108_3/57	42.0323469769161	-12.002975334169	fluit	algemeen_dagblad	Netherlands	popular	manier/noun;	<small>een daad te stellen vanwege de zeer inconsequente manier van</small> een daad te stellen vanwege de zeer inconsequente <u>manier</u><sup>1.752</sup> van <span class='target'>fluiten</span> bij wedstrijden van mijn club " , aldus Van Hoorn <small>bij wedstrijden van mijn club " , aldus Van Hoorn</small>
fluit/noun/algemeen_dagblad_20010111_154/889	-26.0717325372712	75.2680533211599	fluit	algemeen_dagblad	Netherlands	popular	piano/noun;speel/verb;	<small>Ook kan ze piano spelen en alle</small> Ook kan ze <u>piano</u><sup>5.575</sup> <u>spelen</u><sup>2.048</sup> en alle <span class='target'>fluiten</span> die er thuis zijn . <small>die er thuis zijn .</small>
fluit/noun/algemeen_dagblad_20010125_2/60	43.086759960794	-12.4935805781289	fluit	algemeen_dagblad	Netherlands	popular	manier/noun;	<small>Die zou kritiek hebben geuit op z'n manier van</small> Die zou kritiek hebben geuit op z'n <u>manier</u><sup>1.752</sup> van <span class='target'>fluiten</span> . <small>.</small>
fluit/noun/algemeen_dagblad_20010201_82/179	-78.5945038891988	51.0650279766133	fluit	algemeen_dagblad	Netherlands	popular	strijker/noun;	<small>strijkers , maar verzandde in een kitscherig betoog vol kwinkelerende</small> <u>strijkers</u><sup>5.995</sup> , maar verzandde in een kitscherig betoog vol kwinkelerende <span class='target'>fluiten</span> en zoetgevooisde marimba's . <small>en zoetgevooisde marimba's .</small>
fluit/noun/algemeen_dagblad_20010310_9/757	89.6646473706984	-160.353962620746	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;	<small>Vele malen speelde Cochius zonder vergunning en verloor hij zijn</small> Vele malen <u>speelde</u><sup>2.048</sup> Cochius zonder vergunning en verloor hij zijn <span class='target'>fluit</span> . <small>.</small>
fluit/noun/algemeen_dagblad_20010323_29/405	-80.5232177328273	52.2511014792974	fluit	algemeen_dagblad	Netherlands	popular	;strijker/noun;klink/verb	<small>het om Brahms gaat , en de snelle loopjes van</small> het om Brahms gaat , en de snelle loopjes van <span class='target'>fluit</span> en <u>strijkers</u><sup>5.995</sup> op de achtergrond <u>klinken</u><sup>2.705</sup> scherp , onrustig en <small>en strijkers op de achtergrond klinken scherp , onrustig en</small>
fluit/noun/algemeen_dagblad_20010407_125/1282	-167.556105874881	73.7032430209132	fluit	algemeen_dagblad	Netherlands	popular	;blaas/verb	<small>commerciële smeekbede kracht bij te zetten , pakt ze een</small> commerciële smeekbede kracht bij te zetten , pakt ze een <span class='target'>fluit</span> en <u>blaast</u><sup>5.115</sup> vals , maar aandoenlijk een meezing-deuntje . <small>en blaast vals , maar aandoenlijk een meezing-deuntje .</small>
fluit/noun/algemeen_dagblad_20010414_194/208	88.4208072957103	-163.005784302704	fluit	algemeen_dagblad	Netherlands	popular	;speel/verb	<small>en opstaan beklom en bekend werd als de bergenvreter -</small> en opstaan beklom en bekend werd als de bergenvreter - <span class='target'>fluit</span> <u>speelde</u><sup>2.048</sup> voor zijn geliefde . <small>speelde voor zijn geliefde .</small>
fluit/noun/algemeen_dagblad_20010521_63/407	-164.558726083738	18.5273409060207	fluit	algemeen_dagblad	Netherlands	popular	interesseer/verb;	<small>Dat huwelijk interesseert me geen</small> Dat huwelijk <u>interesseert</u><sup>3.719</sup> me geen <span class='target'>fluit</span> . <small>.</small>
fluit/noun/algemeen_dagblad_20010523_32/95	-8.21018969156912	60.4308331374804	fluit	algemeen_dagblad	Netherlands	popular	;orkest/noun	<small>en vrijdag gaat bij het Gelders Orkest zijn Lenteconcert voor</small> en vrijdag gaat bij het Gelders Orkest zijn Lenteconcert voor <span class='target'>fluit</span> en <u>orkest</u><sup>3.667</sup> in première . <small>en orkest in première .</small>
fluit/noun/algemeen_dagblad_20010530_3/183	89.8207416593161	-162.57527700132	fluit	algemeen_dagblad	Netherlands	popular	;speel/verb	<small>van vervreemding , met bijvoorbeeld Chris Hinze die op de</small> van vervreemding , met bijvoorbeeld Chris Hinze die op de <span class='target'>fluit</span> <u>speelt</u><sup>2.048</sup> tussen baldadige kinderen en Thijs van Leer in een <small>speelt tussen baldadige kinderen en Thijs van Leer in een</small>
fluit/noun/algemeen_dagblad_20010716_2/527	88.8283182560515	-163.825440928785	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;	<small>heb , bewust of onbewust , dan speel ik mijn</small> heb , bewust of onbewust , dan <u>speel</u><sup>2.048</sup> ik mijn <span class='target'>fluit</span> voor hem . <small>voor hem .</small>
fluit/noun/algemeen_dagblad_20010910_97/96	-19.875407885319	34.6546035599494	fluit	algemeen_dagblad	Netherlands	popular	klank/noun;bespeel/verb	<small>weerstand konden bieden aan de betoverende klanken uit de zilveren</small> weerstand konden bieden aan de betoverende <u>klanken</u><sup>3.638</sup> uit de zilveren <span class='target'>fluit</span> die deze moderne rattenvanger van Hamelen vroeger zo meesterlijk <u>bespeelde</u><sup>5.133</sup> <small>die deze moderne rattenvanger van Hamelen vroeger zo meesterlijk bespeelde</small>
fluit/noun/algemeen_dagblad_20011002_112/149	-57.7413503323225	77.4432050595995	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;piano/noun;orgel/noun;saxofoon/noun;bas/noun;gitaar/noun	<small>Ze speelt piano , orgel ,</small> Ze <u>speelt</u><sup>2.048</sup> <u>piano</u><sup>5.575</sup> , <u>orgel</u><sup>4.909</sup> , <span class='target'>fluit</span> , <u>saxofoon</u><sup>6.684</sup> , <u>bas</u><sup>4.696</sup> en <u>gitaar</u><sup>5.255</sup> . <small>, saxofoon , bas en gitaar .</small>
fluit/noun/algemeen_dagblad_20011213_86/288	89.2387544003761	-161.97108019344	fluit	algemeen_dagblad	Netherlands	popular	speel/verb;	<small>Maar ik speelde ook</small> Maar ik <u>speelde</u><sup>2.048</sup> ook <span class='target'>fluit</span> in een jazzcombo met Jurre Haanstra en ik drumde in <small>in een jazzcombo met Jurre Haanstra en ik drumde in</small>
fluit/noun/algemeen_dagblad_20020116_51/22	-15.8865197997787	-113.724779926231	fluit	algemeen_dagblad	Netherlands	popular	scheidsrechter/noun;	<small>dat scheidsrechters in bittere kou een betere greep op hun</small> dat <u>scheidsrechters</u><sup>3.722</sup> in bittere kou een betere greep op hun <span class='target'>fluit</span> geeft . <small>geeft .</small>
fluit/noun/algemeen_dagblad_20020117_125/177	-70.1946524786104	87.8240579721636	fluit	algemeen_dagblad	Netherlands	popular	contra_bas/noun;viool/noun;klarinet/noun	<small>in beginsel geïnteresseerd raakt in de contrabas , want een</small> in beginsel geïnteresseerd raakt in de <u>contrabas</u><sup>5.853</sup> , want een <span class='target'>fluit</span> , <u>viool</u><sup>6.254</sup> of <u>klarinet</u><sup>7.839</sup> kun je gewoon makkelijk zelf meenemen <small>, viool of klarinet kun je gewoon makkelijk zelf meenemen</small>
fluit/noun/algemeen_dagblad_20020204_112/173	-101.381333717997	62.9600677550486	fluit	algemeen_dagblad	Netherlands	popular	trommel/noun;	<small>helse kabaal vanaf het Koningsplein met sirenes , trommels ,</small> helse kabaal vanaf het Koningsplein met sirenes , <u>trommels</u><sup>6.711</sup> , <span class='target'>fluiten</span> en ratels van de band ` De Oranje Schlagers ' <small>en ratels van de band ` De Oranje Schlagers '</small>
fluit/noun/algemeen_dagblad_20020223_176/2586	90.226842713471	-160.707928640362	fluit	algemeen_dagblad	Netherlands	popular	;speel/verb	<small>na een doelpunt tegen Celtic doet alsof hij op een</small> na een doelpunt tegen Celtic doet alsof hij op een <span class='target'>fluit</span> <u>speelt</u><sup>2.048</sup> , is dat een verwijzing naar de Oranjemars van <small>speelt , is dat een verwijzing naar de Oranjemars van</small>
fluit/noun/algemeen_dagblad_20020319_103/109	-66.5895781805458	79.969892310418	fluit	algemeen_dagblad	Netherlands	popular	trompet/noun;cello/noun;klarinet/noun	<small>Trompet , cello ,</small> <u>Trompet</u><sup>6.344</sup> , <u>cello</u><sup>6.384</sup> , <span class='target'>fluit</span> en <u>klarinet</u><sup>7.839</sup> dragen bij aan een melancholieke sfeer . <small>en klarinet dragen bij aan een melancholieke sfeer .</small>
fluit/noun/algemeen_dagblad_20020417_57/41	-14.8888172417418	-114.635092805041	fluit	algemeen_dagblad	Netherlands	popular	bal/noun;scheidsrechter/noun	<small>drie Olympianen sprongen naar de bal en plotseling snerpte de</small> drie Olympianen sprongen naar de <u>bal</u><sup>1.262</sup> en plotseling snerpte de <span class='target'>fluit</span> van de <u>scheidsrechter</u><sup>3.722</sup> . <small>van de scheidsrechter .</small>
fluit/noun/algemeen_dagblad_20020529_34/44	-16.3170497540607	-113.050223556954	fluit	algemeen_dagblad	Netherlands	popular	scheidsrechter/noun;	<small>De scheidsrechter bracht de</small> De <u>scheidsrechter</u><sup>3.722</sup> bracht de <span class='target'>fluit</span> naar zijn lippen , toen de groene trui scherp achterover <small>naar zijn lippen , toen de groene trui scherp achterover</small>
fluit/noun/algemeen_dagblad_20020625_98/781	-3.6346061091824	-145.586736870807	fluit	algemeen_dagblad	Netherlands	popular	;hand/noun	<small>een arbiter uit een exotisch land zonder hoogwaardige voetbalcompetitie de</small> een arbiter uit een exotisch land zonder hoogwaardige voetbalcompetitie de <span class='target'>fluit</span> in <u>handen</u><sup>1.482</sup> . <small>in handen .</small>
fluit/noun/algemeen_dagblad_20020629_109/617	-49.5503070670498	24.125707670506	fluit	algemeen_dagblad	Netherlands	popular	;klink/verb	<small>De</small> De <span class='target'>fluit</span> <u>klonk</u><sup>2.705</sup> resoluut . <small>klonk resoluut .</small>
fluit/noun/algemeen_dagblad_20020903_114/843	-60.9043961283246	103.114315866369	fluit	algemeen_dagblad	Netherlands	popular	;harp/noun	<small>, zoals de ` tin whistle ' ( een primitieve</small> , zoals de ` tin whistle ' ( een primitieve <span class='target'>fluit</span> ) , de ( kleine ) Ierse <u>harp</u><sup>7.79</sup> en ` <small>) , de ( kleine ) Ierse harp en `</small>
fluit/noun/algemeen_dagblad_20020907_144/831	-61.0466426434651	104.901519083538	fluit	algemeen_dagblad	Netherlands	popular	instrument/noun;harp/noun	<small>ontworpen instrumenten , zoals de tin whistle ( een primitieve</small> ontworpen <u>instrumenten</u><sup>3.568</sup> , zoals de tin whistle ( een primitieve <span class='target'>fluit</span> ) , de ( kleine ) Ierse <u>harp</u><sup>7.79</sup> en two <small>) , de ( kleine ) Ierse harp en two</small>
fluit/noun/algemeen_dagblad_20020921_179/944	63.0174113676675	-158.544490787014	fluit	algemeen_dagblad	Netherlands	popular	stel_voor/verb;hoor/verb	<small>" Ik kan me voorstellen dat iemand die net met</small> " Ik kan me <u>voorstellen</u><sup>1.189</sup> dat iemand die net met <span class='target'>fluiten</span> is begonnen en over dat schieten <u>hoort</u><sup>1.375</sup> , denkt van <small>is begonnen en over dat schieten hoort , denkt van</small>
fluit/noun/algemeen_dagblad_20030423_08/389	-13.0124391482004	-112.878068500184	fluit	algemeen_dagblad	Netherlands	popular	scheidsrechter/noun;stop/verb;	<small>10 procent van de scheidsrechters stopt met</small> 10 procent van de <u>scheidsrechters</u><sup>3.722</sup> <u>stopt</u><sup>2.448</sup> met <span class='target'>fluiten</span> vanwege de agressie . <small>vanwege de agressie .</small>
fluit/noun/algemeen_dagblad_20030423_17/112	-13.0124371877001	-112.878042352501	fluit	algemeen_dagblad	Netherlands	popular	scheidsrechter/noun;stop/verb;	<small>10 procent van de scheidsrechters stopt met</small> 10 procent van de <u>scheidsrechters</u><sup>3.722</sup> <u>stopt</u><sup>2.448</sup> met <span class='target'>fluiten</span> wegens de agressie . <small>wegens de agressie .</small>
